HOME_HT_FG3M,HOME_HT_FG3A,HOME_HT_FTM,HOME_HT_FTA,HOME_HT_OREB,HOME_HT_DREB,HOME_HT_AST,HOME_HT_STL,HOME_HT_BLK,HOME_HT_TO,HOME_HT_PF,HOME_HT_PTS,HOME_HT_FG2M,HOME_HT_FG2A,HOME_HT_Best_PTS_Player,HOME_HT_Second_Best_PTS_Player,HOME_HT_Best__Players_PF,AWAY_HT_FG3M,AWAY_HT_FG3A,AWAY_HT_FTM,AWAY_HT_FTA,AWAY_HT_OREB,AWAY_HT_DREB,AWAY_HT_AST,AWAY_HT_STL,AWAY_HT_BLK,AWAY_HT_TO,AWAY_HT_PF,AWAY_HT_PTS,AWAY_HT_FG2M,AWAY_HT_FG2A,AWAY_HT_Best_PTS_Player,AWAY_HT_Second_Best_PTS_Player,AWAY_HT_Best__Players_PF,HOME_FT_FG3M,HOME_FT_FG3A,HOME_FT_FTM,HOME_FT_FTA,HOME_FT_OREB,HOME_FT_DREB,HOME_FT_AST,HOME_FT_STL,HOME_FT_BLK,HOME_FT_TO,HOME_FT_PF,HOME_FT_PTS,HOME_FT_FG2M,HOME_FT_FG2A,HOME_FT_Best_PTS_Player,HOME_FT_Second_Best_PTS_Player,AWAY_FT_FG3M,AWAY_FT_FG3A,AWAY_FT_FTM,AWAY_FT_FTA,AWAY_FT_OREB,AWAY_FT_DREB,AWAY_FT_AST,AWAY_FT_STL,AWAY_FT_BLK,AWAY_FT_TO,AWAY_FT_PF,AWAY_FT_PTS,AWAY_FT_FG2M,AWAY_FT_FG2A,AWAY_FT_Best_PTS_Player,AWAY_FT_Second_Best_PTS_Player,HOME,AWAY,GAME_ID,tot_HT,tot,date,game_time
6,12,12,14,6,18,12,4,4,9,9,56,13,29,12,9,1,2,9,7,11,7,13,6,6,5,7,11,45,16,35,13,10,0.5,12,26,16,22,9,41,29,11,7,17,21,114,31,55,24,16,4,22,13,24,12,24,10,11,6,14,18,81,28,62,19,14,IND,HOU,21300388,101,195,"FRIDAY, DECEMBER 20, 2013",02:19
3,9,6,6,6,17,17,6,1,9,8,67,26,38,19,13,1,4,9,5,14,2,11,16,8,1,9,7,61,22,30,12,10,1,10,23,10,14,7,32,32,15,3,17,16,122,41,60,25,20,7,22,10,24,7,25,25,14,1,20,16,103,36,52,27,20,MIA,SAC,21300387,128,225,"FRIDAY, DECEMBER 20, 2013",02:02
3,10,11,12,5,22,14,3,6,5,12,62,21,36,14,11,0,5,15,9,13,4,14,8,4,3,6,8,48,12,30,14,8,1.5,4,17,25,29,11,42,18,5,7,16,27,99,31,68,15,14,12,34,21,31,9,35,19,9,8,11,20,103,23,54,25,19,DEN,PHX,21300390,110,202,"FRIDAY, DECEMBER 20, 2013",02:20
1,9,7,9,1,11,10,5,2,3,7,40,15,30,12,9,0,1,4,9,9,6,23,10,2,0,8,7,50,19,38,13,11,0.5,6,22,15,23,6,23,21,12,6,7,15,87,27,57,30,16,1,9,16,19,13,43,17,5,3,16,16,95,38,73,25,19,NYK,MEM,21300392,90,182,"SATURDAY, DECEMBER 21, 2013",02:24
3,7,6,8,1,19,16,4,4,13,9,51,18,29,13,13,1,4,12,13,14,9,15,13,5,0,8,6,53,14,35,20,10,0,7,19,13,15,7,36,27,7,9,19,19,104,35,59,25,21,5,22,20,25,22,27,21,10,2,16,16,91,28,73,25,22,LAL,MIN,21300391,104,195,"FRIDAY, DECEMBER 20, 2013",02:23
3,11,6,10,3,20,13,2,1,3,6,51,18,33,12,10,1,3,12,5,10,4,21,10,1,3,4,9,44,15,32,9,9,1,4,20,11,18,11,29,25,5,2,12,14,99,38,67,26,22,8,21,16,22,12,35,24,10,7,11,19,106,33,66,27,20,BOS,WAS,21300393,95,205,"SATURDAY, DECEMBER 21, 2013",02:08
0,6,6,8,7,18,9,1,5,5,6,46,20,36,10,8,0,5,9,1,2,6,13,10,3,0,5,9,42,13,35,7,6,1,2,12,11,16,14,36,16,1,9,11,17,85,34,71,20,19,10,21,14,18,12,32,19,9,3,7,18,88,22,62,20,14,CHA,UTA,21300394,88,173,"SATURDAY, DECEMBER 21, 2013",02:04
5,12,9,11,4,15,8,4,5,6,13,58,17,31,13,11,1.5,8,11,10,12,4,18,10,3,2,8,11,56,11,28,13,10,1.5,8,20,14,23,11,31,17,8,6,17,24,100,31,62,26,21,12,23,15,23,12,32,17,8,4,15,23,105,27,56,23,23,ORL,SAC,21300395,114,205,"SATURDAY, DECEMBER 21, 2013",02:25
4,7,12,17,8,22,14,2,3,10,9,60,18,32,15,12,1,2,6,5,6,5,13,11,2,3,5,11,43,16,41,8,8,1.5,10,15,16,24,9,40,27,4,5,21,14,100,27,54,19,18,4,18,8,9,11,25,21,6,4,9,20,84,32,73,19,14,CHI,CLE,21300397,103,184,"SATURDAY, DECEMBER 21, 2013",02:05
0,5,13,21,5,15,12,4,8,4,9,53,20,40,15,9,1.5,5,14,10,13,4,23,16,1,3,7,14,61,18,31,23,10,1.5,1,12,16,26,11,26,22,8,8,8,17,97,39,77,19,12,9,23,17,23,5,40,33,4,4,14,19,114,35,56,35,20,DET,HOU,21300396,114,211,"SATURDAY, DECEMBER 21, 2013",02:09
4,12,11,11,5,18,11,2,5,5,5,59,18,31,17,13,1,5,13,4,4,8,14,12,1,0,7,9,49,15,37,15,12,1.5,7,26,23,25,9,34,23,9,9,13,20,116,36,57,27,22,10,23,20,22,17,27,25,6,1,17,22,106,28,70,30,25,MIL,PHI,21300398,108,222,"SATURDAY, DECEMBER 21, 2013",02:12
7,12,7,10,2,13,15,4,0,6,7,50,11,31,17,9,1,5,10,6,7,4,21,13,4,1,7,11,61,20,35,16,12,0.5,9,19,21,26,7,30,25,7,4,11,18,100,26,63,23,17,12,27,15,18,10,38,22,6,9,12,23,113,31,61,31,21,SAS,OKC,21300399,111,213,"SATURDAY, DECEMBER 21, 2013",02:08
3,14,9,10,9,17,12,1,1,4,10,52,17,36,14,10,1,3,9,6,8,6,18,10,4,2,5,11,53,19,38,11,10,0,8,29,16,18,17,28,23,3,3,7,21,110,35,69,29,18,6,17,13,19,16,32,22,5,3,11,21,107,38,77,21,21,POR,NOP,21300401,105,217,"SATURDAY, DECEMBER 21, 2013",02:07
8,16,13,14,6,17,7,3,1,10,13,63,13,25,19,14,1.5,1,6,11,12,7,12,12,4,3,4,7,58,22,44,12,12,1,15,30,20,22,15,30,19,8,1,18,22,123,29,56,25,22,3,17,17,23,13,23,25,10,8,11,15,108,41,74,21,19,PHX,DAL,21300400,121,231,"SATURDAY, DECEMBER 21, 2013",02:12
5,18,5,8,12,18,10,8,4,8,11,46,13,35,13,6,1.5,2,10,10,12,6,21,9,4,3,12,7,42,13,32,14,8,1,12,31,14,19,16,39,19,14,5,16,24,102,26,67,19,18,4,20,27,33,12,38,11,8,5,24,18,83,22,60,20,14,GSW,LAL,21300402,88,185,"SATURDAY, DECEMBER 21, 2013",02:21
3,6,7,13,2,26,17,1,1,6,8,52,18,35,13,6,1,1,6,6,8,0,20,5,3,4,7,10,37,14,34,9,6,133.333.333.333,9,19,15,22,9,44,28,8,5,13,18,106,32,64,24,15,6,14,9,13,6,35,16,6,9,16,22,79,26,70,13,11,IND,BOS,21300404,89,185,"SUNDAY, DECEMBER 22, 2013",02:06
5,13,11,19,6,19,15,4,4,10,12,56,15,28,14,12,1.5,2,14,13,16,10,15,5,6,2,8,15,43,12,34,19,9,1.5,13,33,21,31,11,35,26,9,8,17,20,112,26,53,27,24,6,30,23,29,15,35,16,12,3,18,26,91,25,58,19,15,LAC,DEN,21300403,99,203,"SATURDAY, DECEMBER 21, 2013",02:21
2,4,22,22,2,15,10,5,4,12,12,56,14,28,13,10,0.5,7,14,9,10,8,12,14,4,0,8,14,62,16,36,17,13,2,7,23,35,36,13,34,17,7,7,19,28,98,21,53,27,24,8,20,24,29,12,30,22,7,2,13,29,104,28,71,22,17,OKC,TOR,21300405,118,202,"SUNDAY, DECEMBER 22, 2013",02:29
3,11,9,12,6,13,13,6,0,6,11,56,19,31,20,13,2,1,8,11,16,8,14,13,1,0,8,10,54,20,34,22,17,2,6,23,16,21,13,25,23,13,1,12,20,106,36,64,32,22,6,21,18,24,18,31,24,4,3,18,19,106,35,66,42,29,LAC,MIN,21300406,110,212,"SUNDAY, DECEMBER 22, 2013",02:50
6,21,6,8,8,11,5,3,1,9,10,40,8,30,19,8,1.5,4,8,10,13,5,20,13,3,2,8,6,58,18,33,20,11,0,8,28,16,24,13,26,20,5,4,19,16,92,26,60,21,17,10,24,13,18,18,32,27,11,5,14,20,115,36,72,25,21,CLE,DET,21300408,98,207,"MONDAY, DECEMBER 23, 2013",02:03
4,7,10,11,3,14,13,1,3,2,8,52,15,41,15,8,0.5,3,12,11,12,6,21,15,2,4,6,11,54,17,31,9,9,1.5,10,16,11,14,8,29,28,2,6,8,16,101,30,76,25,18,9,25,14,15,10,36,27,8,7,12,20,101,30,61,22,14,CHA,MIL,21300407,106,202,"MONDAY, DECEMBER 23, 2013",02:28
3,13,6,11,4,15,10,1,2,5,11,41,13,26,10,8,2,8,14,7,9,5,21,12,2,1,1,9,65,17,34,17,14,0.5,8,25,16,22,12,32,24,4,4,9,21,98,29,64,26,20,10,21,15,19,9,38,19,3,4,9,21,105,30,66,21,18,ORL,NYK,21300409,106,203,"MONDAY, DECEMBER 23, 2013",02:25
2,8,9,10,4,14,11,4,3,5,10,39,12,32,9,7,1,4,14,9,9,5,23,5,1,3,8,8,45,12,27,14,9,1,6,26,22,25,9,27,21,6,4,18,19,86,23,50,17,12,9,28,18,19,8,38,16,12,3,17,20,103,29,55,26,26,BKN,IND,21300410,84,189,"MONDAY, DECEMBER 23, 2013",02:15
4,11,6,10,5,8,11,4,4,3,5,50,16,30,14,9,0.666666667,9,13,1,1,8,16,14,1,1,11,8,54,13,28,12,11,1,10,27,15,23,11,27,19,8,6,13,16,111,33,56,35,19,17,30,12,17,12,30,28,7,3,17,20,111,24,53,25,22,MIA,ATL,21300411,104,222,"MONDAY, DECEMBER 23, 2013",02:41
5,9,8,8,8,14,13,5,3,3,7,53,15,38,12,9,0.5,5,9,9,10,4,16,11,1,4,7,6,48,12,27,11,10,0,11,20,15,20,11,29,24,9,7,6,15,104,28,63,22,17,11,24,13,15,8,30,24,4,7,13,16,94,24,51,18,18,MEM,UTA,21300413,101,198,"MONDAY, DECEMBER 23, 2013",02:09
5,9,6,10,4,14,14,4,0,9,7,57,18,28,16,11,0.5,3,7,7,9,4,10,10,8,2,8,7,50,17,31,13,9,0.5,7,19,21,29,8,28,23,5,1,17,18,104,31,51,29,21,11,22,20,23,9,24,23,13,4,11,22,111,29,57,31,18,HOU,DAL,21300412,107,215,"MONDAY, DECEMBER 23, 2013",02:12
3,10,6,9,13,12,15,5,3,6,12,55,20,44,10,9,1.5,3,9,10,13,7,12,11,3,3,10,8,49,15,26,16,9,0.5,9,23,21,27,16,34,27,7,7,13,22,112,32,68,26,18,7,21,18,25,11,29,21,4,5,13,21,99,30,60,23,23,SAS,TOR,21300414,104,211,"MONDAY, DECEMBER 23, 2013",02:11
0,5,13,16,6,17,7,3,6,8,7,43,15,33,10,9,0.5,3,6,0,6,7,13,11,2,3,6,11,47,19,41,18,8,3,3,13,16,21,12,35,16,7,10,17,17,81,28,68,16,14,7,16,10,18,11,31,17,4,8,15,18,89,29,68,28,14,DEN,GSW,21300415,90,170,"MONDAY, DECEMBER 23, 2013",02:14
8,18,18,22,8,23,12,2,4,7,8,64,11,25,14,12,1,3,9,10,14,4,14,8,3,1,5,15,51,16,35,15,10,1,14,32,19,25,13,49,24,5,7,15,22,117,28,58,22,19,6,20,24,37,8,31,12,5,3,11,19,90,24,61,19,18,PHX,LAL,21300416,115,207,"MONDAY, DECEMBER 23, 2013",02:15
4,8,8,11,8,16,10,5,2,14,7,52,16,32,16,15,1.5,3,8,5,6,6,11,17,8,0,9,9,52,19,35,14,12,1,7,17,31,42,17,27,15,9,6,22,22,102,25,58,26,21,8,17,23,27,15,30,28,13,2,16,26,113,33,66,25,21,SAC,NOP,21300417,104,215,"MONDAY, DECEMBER 23, 2013",02:20
3,7,11,14,7,14,5,5,0,11,10,38,9,29,14,6,1,1,8,8,10,5,17,10,7,2,10,10,41,15,27,10,8,0.5,5,17,23,31,13,26,11,7,5,16,19,78,20,54,18,17,5,17,18,20,11,34,20,10,3,15,22,95,31,57,20,15,BKN,CHI,21300418,79,173,"WEDNESDAY, DECEMBER 25, 2013",02:17
6,20,6,10,9,16,10,5,3,8,8,46,11,25,10,9,0.5,4,11,5,8,2,18,15,5,2,8,7,51,17,26,13,12,1,14,36,15,26,12,35,15,8,4,17,19,95,19,43,20,17,9,27,10,17,7,36,29,9,2,12,20,101,32,53,23,23,LAL,MIA,21300420,97,196,"WEDNESDAY, DECEMBER 25, 2013",02:26
4,14,4,7,6,11,11,2,0,6,9,46,15,33,15,10,1.5,5,9,9,11,1,19,19,4,3,6,9,60,18,29,20,17,1,6,23,12,19,12,30,23,5,2,12,22,94,32,67,22,21,13,24,20,26,8,38,32,8,3,10,21,123,32,60,29,24,NYK,OKC,21300419,106,217,"WEDNESDAY, DECEMBER 25, 2013",02:27
3,11,8,9,8,14,10,5,3,5,5,51,17,37,13,7,133.333.333.333,8,13,4,8,6,20,16,1,5,7,8,60,16,30,16,11,2,5,20,19,23,14,32,18,6,9,9,13,98,32,71,22,13,12,24,9,18,11,40,28,3,9,10,16,111,33,62,28,21,SAS,HOU,21300421,111,209,"WEDNESDAY, DECEMBER 25, 2013",02:15
2,14,11,15,4,14,10,3,2,5,7,45,14,22,14,12,0.5,3,9,4,7,14,16,10,4,2,3,10,53,20,42,15,11,1.5,5,24,33,40,7,34,17,3,7,9,19,100,26,47,27,20,5,18,11,20,20,29,20,6,4,9,30,92,33,75,23,12,HOU,MEM,21300424,98,192,"THURSDAY, DECEMBER 26, 2013",02:31
2,8,8,13,3,16,9,4,4,9,8,48,17,29,10,9,0.666666667,4,13,8,11,1,16,12,7,1,8,9,50,15,27,12,8,0.5,6,17,11,17,8,32,19,7,6,21,15,95,33,59,24,18,7,27,12,17,6,27,25,13,4,16,17,95,31,53,25,22,CLE,ATL,21300423,98,190,"THURSDAY, DECEMBER 26, 2013",03:05
5,14,2,3,11,16,15,2,2,6,10,51,17,38,13,10,1,2,10,9,10,3,18,14,2,4,6,9,53,19,30,13,10,1.5,10,24,15,22,16,33,27,8,4,13,22,105,30,71,23,23,4,18,19,23,6,32,22,6,9,13,24,103,36,63,26,20,GSW,LAC,21300422,104,208,"WEDNESDAY, DECEMBER 25, 2013",02:44
2,10,9,16,3,17,10,3,4,4,10,51,18,32,12,10,133.333.333.333,5,11,13,15,5,20,12,2,2,6,13,58,15,32,14,13,0.5,5,17,24,31,9,32,18,12,6,14,26,107,34,68,25,23,7,16,35,42,8,38,22,9,6,18,25,116,30,59,23,22,DAL,SAS,21300425,109,223,"THURSDAY, DECEMBER 26, 2013",02:27
6,17,1,2,5,22,15,0,1,7,4,47,14,29,11,10,1,3,11,3,5,4,18,11,5,2,2,6,46,17,36,15,12,1,13,35,10,13,14,40,28,2,2,14,9,101,26,56,25,17,8,19,5,10,11,35,22,9,5,5,15,101,36,80,34,29,POR,LAC,21300426,93,202,"THURSDAY, DECEMBER 26, 2013",02:49
4,11,4,4,5,19,11,1,3,6,10,36,10,28,10,6,0.666666667,3,12,9,16,7,19,8,2,1,3,6,42,12,30,16,8,0.5,9,23,16,20,9,34,20,5,5,8,18,85,21,57,18,16,8,25,15,24,10,38,19,2,5,11,18,89,25,55,34,12,CHA,OKC,21300427,78,174,"FRIDAY, DECEMBER 27, 2013",02:12
6,11,8,10,3,21,12,3,3,5,8,48,11,26,9,8,1,5,17,2,2,8,13,10,2,2,4,8,37,10,31,7,6,0.75,12,26,24,32,9,40,22,5,4,10,23,104,22,53,20,19,9,32,18,25,12,31,20,7,7,9,26,93,24,56,16,15,BKN,MIL,21300429,85,197,"FRIDAY, DECEMBER 27, 2013",02:15
2,7,9,13,4,16,12,7,0,7,9,55,20,32,12,10,133.333.333.333,2,7,6,10,8,15,7,5,2,9,12,48,18,38,18,6,166.666.666.667,4,14,15,23,12,37,26,10,2,13,19,109,41,71,23,20,6,19,9,18,19,29,17,6,5,15,22,95,34,77,21,18,ORL,DET,21300428,103,204,"FRIDAY, DECEMBER 27, 2013",02:08
7,12,8,12,8,18,10,6,4,10,14,49,10,29,14,11,0.5,4,13,8,13,7,16,11,5,2,10,10,40,10,24,10,9,0.5,10,19,13,21,13,30,19,11,5,16,29,83,20,60,18,17,10,28,23,33,15,35,21,6,4,16,20,95,21,45,25,16,NYK,TOR,21300430,89,178,"FRIDAY, DECEMBER 27, 2013",02:20
1,8,18,21,10,16,10,7,0,2,4,61,20,40,18,12,0.5,3,11,6,7,3,16,8,1,0,9,13,47,16,30,22,7,166.666.666.667,5,15,31,38,14,30,20,10,2,4,12,120,37,70,25,18,8,21,14,17,9,26,18,3,1,12,25,98,30,62,26,14,MIN,WAS,21300431,108,218,"FRIDAY, DECEMBER 27, 2013",02:05
4,8,5,6,6,17,15,4,1,6,11,55,19,41,12,11,1.5,3,13,11,17,5,14,5,3,2,7,8,52,16,26,15,12,1.5,9,23,16,20,11,32,25,9,3,15,18,105,31,65,24,18,7,23,16,23,8,29,16,8,4,14,19,103,33,57,21,19,UTA,LAL,21300433,107,208,"FRIDAY, DECEMBER 27, 2013",02:09
6,11,8,11,9,22,14,3,3,6,13,58,16,37,11,10,0.5,2,9,13,18,6,15,8,3,3,7,9,45,13,31,12,10,133.333.333.333,11,24,10,15,15,39,28,10,8,16,21,105,31,65,19,17,6,23,17,24,11,31,19,10,4,17,15,89,27,59,22,16,NOP,DEN,21300432,103,194,"FRIDAY, DECEMBER 27, 2013",02:06
2,10,5,6,5,17,14,4,3,8,10,45,17,34,8,7,133.333.333.333,6,16,7,7,1,18,13,3,3,7,6,55,15,25,19,9,0,3,16,14,17,8,37,22,5,4,22,20,89,33,58,22,21,8,27,15,19,4,28,21,9,5,14,18,89,25,51,22,18,SAC,MIA,21300434,100,178,"FRIDAY, DECEMBER 27, 2013",02:36
2,11,7,9,4,21,16,3,2,8,13,59,23,35,14,11,2.5,1,11,9,11,6,16,4,5,2,11,11,40,14,32,9,8,1,8,20,17,24,15,41,32,9,4,21,25,115,37,65,21,17,4,23,18,23,16,25,12,9,4,17,22,86,28,66,11,9,GSW,PHX,21300435,99,201,"FRIDAY, DECEMBER 27, 2013",02:08
6,14,3,6,4,15,16,4,2,6,7,59,19,29,15,10,0,4,9,8,12,3,14,9,2,2,9,7,44,12,26,12,11,0.5,9,25,18,25,13,30,22,9,5,15,18,103,29,58,19,19,9,18,17,24,10,30,17,5,4,15,21,100,28,61,32,17,BOS,CLE,21300436,103,203,"SATURDAY, DECEMBER 28, 2013",02:14
2,7,18,20,3,20,14,1,2,10,11,58,17,28,14,12,1,3,11,7,9,4,11,10,5,2,4,14,56,20,35,12,10,1.5,8,19,21,25,5,37,28,8,2,17,18,105,30,52,24,23,8,22,11,16,5,23,13,9,4,13,22,91,28,56,18,17,IND,BKN,21300437,114,196,"SATURDAY, DECEMBER 28, 2013",02:11
4,7,8,11,8,16,20,3,4,7,9,62,21,37,18,12,1,3,9,4,4,7,11,9,3,3,8,8,41,14,38,10,7,1,9,19,11,17,16,30,34,10,5,17,20,106,34,67,20,16,7,22,13,17,11,27,20,9,5,22,18,82,24,56,14,13,WAS,DET,21300439,103,188,"SATURDAY, DECEMBER 28, 2013",02:06
1,6,5,6,5,15,10,3,1,11,13,34,13,30,10,7,133.333.333.333,7,13,10,11,5,16,14,6,5,4,6,61,15,32,14,11,0.5,3,17,16,19,7,27,22,9,3,15,17,83,29,57,20,13,13,26,10,11,7,32,26,8,7,16,20,105,28,52,22,18,CHI,DAL,21300441,95,188,"SATURDAY, DECEMBER 28, 2013",02:03
6,13,13,16,6,21,13,4,2,10,10,57,13,28,14,14,1,2,10,8,10,2,16,12,8,2,9,12,44,15,32,12,11,1,15,32,28,34,13,32,23,8,4,14,22,115,21,48,32,23,7,21,15,20,7,30,23,11,4,14,26,100,32,59,23,16,TOR,NYK,21300438,101,215,"SATURDAY, DECEMBER 28, 2013",02:19
5,16,12,16,3,18,11,4,2,6,7,45,9,24,17,8,1,4,9,6,10,4,20,11,2,1,5,12,50,16,34,11,9,1,15,36,16,22,5,39,28,8,6,12,13,101,20,47,31,18,8,20,13,18,10,39,24,6,4,10,20,101,32,71,21,18,ATL,CHA,21300440,95,202,"SATURDAY, DECEMBER 28, 2013",02:27
2,16,12,15,10,13,10,3,0,9,5,52,17,25,12,12,1,4,13,4,5,6,13,14,4,2,6,12,52,18,31,14,10,1.5,6,26,25,32,12,35,19,6,5,14,11,107,32,51,24,21,10,23,6,8,12,30,28,5,5,10,25,98,31,71,22,18,HOU,NOP,21300442,104,205,"SATURDAY, DECEMBER 28, 2013",02:11
3,8,4,9,5,12,11,6,1,4,9,55,21,36,9,8,1,5,10,11,12,2,10,10,3,3,7,8,56,15,25,13,12,0.666666667,8,19,18,25,19,27,26,12,3,7,22,120,39,72,20,17,10,22,23,28,6,20,17,5,7,14,18,99,23,48,20,19,MEM,DEN,21300443,111,219,"SATURDAY, DECEMBER 28, 2013",02:11
4,11,3,5,5,15,14,4,3,9,9,55,20,32,15,13,1,7,14,7,11,8,14,21,6,1,6,5,64,18,33,18,10,0,5,22,10,17,16,27,25,12,6,20,20,95,35,67,23,19,11,25,20,29,19,33,33,14,2,18,15,117,32,66,33,20,MIL,MIN,21300444,119,212,"SATURDAY, DECEMBER 28, 2013",02:04
4,12,6,7,9,18,13,5,4,12,10,60,21,38,14,11,1,9,16,8,9,8,14,13,6,2,11,9,59,12,31,16,11,1.25,9,33,18,23,15,42,24,9,11,19,21,115,35,62,22,21,11,29,16,22,15,34,19,12,3,20,24,101,26,66,30,27,PHX,PHI,21300445,119,216,"SATURDAY, DECEMBER 28, 2013",02:15
9,19,5,7,5,15,20,5,2,7,8,62,15,25,18,15,0,4,6,6,7,2,13,15,6,1,7,4,58,20,36,18,10,1.5,11,26,18,21,7,34,32,6,6,17,12,107,28,51,23,22,8,14,10,11,7,29,24,13,1,12,13,108,37,74,37,16,POR,MIA,21300446,120,215,"SATURDAY, DECEMBER 28, 2013",02:11
6,8,10,12,2,15,13,3,3,3,9,64,18,38,12,10,133.333.333.333,8,17,7,10,8,17,15,1,3,9,15,55,12,28,24,10,2,10,17,15,17,6,32,20,8,6,12,17,99,27,69,27,17,10,30,13,17,11,36,28,5,7,17,26,99,28,55,27,17,CLE,GSW,21300448,119,198,"SUNDAY, DECEMBER 29, 2013",02:31
0,6,10,12,3,15,11,5,1,6,10,42,16,33,14,13,1,2,10,13,15,4,19,9,3,2,10,12,43,12,24,12,9,1,3,14,25,32,7,34,20,14,4,13,16,98,32,63,40,21,7,19,19,21,8,37,24,9,4,19,27,90,25,57,17,15,LAC,UTA,21300447,85,188,"SATURDAY, DECEMBER 28, 2013",02:13
3,9,7,9,3,18,14,5,3,7,7,56,20,33,11,11,0.5,9,19,6,6,2,15,10,4,2,7,7,49,8,21,13,10,0.5,8,21,19,24,4,36,30,10,3,17,20,109,33,53,21,17,15,39,15,21,7,29,20,9,3,13,23,102,21,42,22,18,ORL,ATL,21300449,105,211,"SUNDAY, DECEMBER 29, 2013",02:11
4,10,8,11,1,25,10,1,5,5,11,56,18,29,18,13,1,3,15,7,13,9,15,5,1,3,1,8,44,14,37,8,8,133.333.333.333,10,22,13,16,4,45,28,6,5,10,24,117,37,61,33,22,7,28,17,31,11,27,8,4,4,9,14,86,24,57,17,15,OKC,HOU,21300450,100,203,"SUNDAY, DECEMBER 29, 2013",02:05
2,9,9,12,5,21,16,3,3,2,9,57,21,40,11,10,1,3,8,6,10,10,18,14,1,3,4,10,49,17,41,14,8,0.5,8,24,16,19,10,34,29,5,4,4,17,112,36,70,28,22,7,14,15,20,16,35,20,3,6,7,18,104,34,77,29,27,SAS,SAC,21300451,106,216,"SUNDAY, DECEMBER 29, 2013",02:09
8,21,14,16,11,20,11,1,6,12,9,52,7,22,12,9,0,3,12,11,15,13,15,11,7,4,6,11,52,16,39,13,10,0.5,12,37,30,34,18,37,20,4,8,20,20,104,19,47,26,18,6,24,27,33,17,32,24,13,6,10,24,111,33,71,25,22,LAL,PHI,21300452,104,215,"SUNDAY, DECEMBER 29, 2013",02:17
0,3,10,14,5,12,12,10,3,11,9,44,17,34,10,9,1,1,4,13,16,7,13,11,7,5,13,9,46,15,32,12,8,0.5,0,5,21,28,12,25,19,13,6,20,27,91,35,73,26,13,6,15,33,42,9,28,16,13,10,20,21,95,22,50,26,21,MEM,CHI,21300454,90,186,"MONDAY, DECEMBER 30, 2013",02:22
5,11,8,17,14,10,19,7,0,5,13,63,20,40,17,13,0.5,4,10,13,17,4,15,13,3,1,11,14,53,14,25,13,11,1,6,20,21,35,18,25,26,9,2,16,24,99,30,62,22,17,7,19,21,27,9,33,25,11,2,15,27,106,32,59,29,15,DET,WAS,21300453,116,205,"MONDAY, DECEMBER 30, 2013",02:21
3,10,6,8,6,13,10,3,2,13,5,43,14,28,17,10,0.5,3,8,5,6,5,15,21,9,2,6,9,62,24,37,21,10,0.5,6,23,20,23,12,34,22,6,4,17,15,98,30,56,36,19,6,24,12,14,9,30,33,12,5,11,20,100,35,62,32,16,MIN,DAL,21300455,105,198,"MONDAY, DECEMBER 30, 2013",02:13
1,4,7,10,7,21,8,4,6,4,10,56,23,42,14,13,1.5,5,17,8,9,5,14,11,1,5,5,7,49,13,30,16,15,1,2,11,12,15,9,38,19,5,10,9,19,110,46,78,31,27,12,32,18,24,10,28,25,5,9,9,13,108,27,56,29,28,NOP,POR,21300456,105,218,"MONDAY, DECEMBER 30, 2013",02:14
5,10,4,5,3,16,13,4,2,8,8,55,18,31,13,9,2,4,11,8,10,1,9,12,4,2,6,6,46,13,26,12,12,0,8,20,10,11,8,29,23,6,2,13,21,94,30,61,26,13,11,23,18,28,5,26,23,7,4,13,13,97,23,44,26,17,DEN,MIA,21300457,101,191,"MONDAY, DECEMBER 30, 2013",02:24
3,9,3,3,8,17,7,2,5,9,9,42,15,32,10,8,0.5,2,5,6,8,5,12,7,4,2,7,5,34,11,33,10,6,1,8,21,7,9,10,36,17,6,9,13,17,83,26,59,21,14,7,14,11,15,12,33,13,6,3,11,12,80,24,70,19,18,UTA,CHA,21300458,76,163,"MONDAY, DECEMBER 30, 2013",02:01
1,8,11,16,9,15,6,4,2,10,12,40,13,38,13,9,0.5,6,17,5,8,7,20,15,9,7,7,12,61,19,31,20,14,1,7,20,19,26,14,34,17,8,4,20,23,88,24,65,15,15,12,31,13,22,10,35,26,17,9,16,20,107,29,54,26,21,LAC,PHX,21300459,101,195,"MONDAY, DECEMBER 30, 2013",02:12
1,6,9,10,5,24,12,3,5,8,9,44,16,35,9,8,0.5,3,16,8,11,12,20,7,4,1,8,7,39,11,34,17,6,1,5,20,16,17,8,39,28,6,7,15,22,91,30,64,21,18,5,29,21,25,15,36,21,7,4,14,15,92,28,62,34,16,BOS,ATL,21300460,83,183,"TUESDAY, DECEMBER 31, 2013",02:07
2,10,9,12,2,16,9,2,3,6,8,41,13,27,11,10,1,0,6,10,13,7,21,7,3,3,3,10,44,17,37,7,6,1,5,25,18,22,8,33,22,7,9,11,16,91,29,52,21,19,1,12,17,23,12,37,15,5,3,13,22,76,28,68,14,12,IND,CLE,21300461,85,167,"TUESDAY, DECEMBER 31, 2013",02:13
